"appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","label"
"49470","Magic: The Gathering - Duels of the Planeswalkers 2012","2011-06-15","1","Stainless Games Ltd","Wizards of the Coast LLC","windows","0","Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards","Strategy","Card Game;Strategy;Trading Card Game","26","705","95","935","935","200000-500000","0.0","0"
"57000","NyxQuest: Kindred Spirits","2010-09-27","1","Over the Top Games","Over the Top Games","windows;mac","0","Single-player;Steam Achievements","Action;Adventure","Adventure;Action;Platformer","20","87","9","0","0","20000-50000","1.99","0"
"57200","Puzzle Dimension","2010-06-21","1","Doctor Entertainment AB","Doctor Entertainment AB","windows;mac","0","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards","Casual;Indie","Puzzle;Indie;Casual","25","412","41","8","8","100000-200000","1.99","0"
"57800","Doc Clock: The Toasted Sandwich of Time","2010-10-15","1","Stickmen Studios","Stickmen Studios","windows;mac","0","Single-player;Steam Achievements","Adventure;Casual;Indie","Casual;Indie;Adventure","12","79","92","11","16","50000-100000","2.99","0"
"60600","ProtoGalaxy","2010-10-06","1","Source Studio Ltd.","Source Studio Ltd.","windows","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support","Action;Indie","Action;Indie;Co-op","33","30","22","33","33","50000-100000","0.0","0"
"62000","Flight Control HD","2010-11-18","1","Firemint","Firemint","windows;mac","0","Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards","Action;Casual","Casual;Action;Arcade","16","406","36","85","85","50000-100000","2.99","0"
"65070","Ride 'em Low","2013-11-04","1","Red Dot Games;PLAY","Libredia","windows","0","Single-player;Steam Cloud","Racing;Simulation","Racing;Simulation","0","56","55","0","0","20000-50000","2.09","0"
"65540","Gothic 1","2001-03-15","1","Piranha Bytes","THQ Nordic","windows","0","Single-player","Action;RPG","RPG;Open World;Atmospheric","0","3396","523","409","412","200000-500000","0.0","0"
"70100","Hacker Evolution","2010-09-14","1","exosyphen studios","exosyphen studios","windows;mac;linux","0","Single-player;Steam Trading Cards","Simulation","Simulation;Hacking;Puzzle","0","598","308","189","214","200000-500000","0.79","0"
"70110","Hacker Evolution: Untold","2010-09-14","1","exosyphen studios","exosyphen studios","windows;mac;linux","0","Single-player;Steam Trading Cards","Indie;Simulation","Simulation;Indie;Hacking","0","192","148","242","265","200000-500000","0.79","0"
"70120","Hacker Evolution Duality","2011-08-15","1","exosyphen studios","exosyphen studios","windows;mac;linux","0","Single-player;Steam Achievements;Stats;Steam Leaderboards","Indie","Indie;Hacking;Simulation","9","176","298","46","46","200000-500000","0.79","0"
"70500","Diamond Dan","2010-10-08","1","Grendel Games","Grendel Games","windows;mac","0","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Adventure;Casual;Indie","Indie;Casual;Action","65","33","11","0","0","20000-50000","0.79","0"
"71340","Sonic Generations Collection","2011-11-03","1","Devil's Details","SEGA","windows","0","Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards","Action","Platformer;Great Soundtrack;Action","49","6921","589","165","169","500000-1000000","0.0","0"
"72400","Clones","2010-11-18","1","Tomkorp Computer Solutions Inc.","Tomkorp Computer Solutions Inc.","windows","0","Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Includes level editor","Adventure;Indie","Lemmings;Indie;Adventure","64","245","80","210","220","100000-200000","0.79","0"
"72900","Winter Voices","2010-10-29","1","Clara Lehenaff","Clara Lehenaff","windows","0","Single-player;Steam Achievements;Steam Trading Cards","Adventure;Indie;RPG","RPG;Indie;Adventure","64","139","77","0","0","50000-100000","0.0","0"
"90400","Blue Toad Murder Files™: The Mysteries of Little Riddle","2010-12-03","1","Relentless Software","Relentless Software","windows","0","Single-player;Shared/Split Screen","Adventure;Casual","Adventure;Casual;Puzzle","0","59","13","0","0","20000-50000","2.99","0"
"92100","DETOUR","2011-05-16","1","Geoff 'Zag' Keene;Richard Keene","Geoff 'Zag' Keene","windows","0","Single-player;Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Trading Cards","Indie;Strategy","Strategy;Indie;Singleplayer","26","1107","673","180","205","200000-500000","0.79","0"
"92200","Gundemonium Recollection","2011-09-27","1","Platine Dispositif","Rockin' Android","windows","0","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Indie","Bullet Hell;Shoot 'Em Up;Anime","33","130","8","78","78","50000-100000","2.79","0"
"92210","Hitogata Happa","2011-09-27","1","Platine Dispositif","Rockin' Android","windows","0","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Indie","Bullet Hell;Shoot 'Em Up;Indie","14","146","29","5","5","50000-100000","2.79","0"
"92220","GundeadliGne","2011-09-27","1","Platine Dispositif","Rockin' Android","windows","0","Single-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Indie","Bullet Hell;Shoot 'Em Up;Anime","12","124","22","23","23","50000-100000","2.79","0"
"92400","B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now)","2011-02-28","1","Copenhagen Game Collective","Copenhagen Game Productions","windows","0","Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats","Indie","Indie;Local Multiplayer","18","36","13","0","0","0-20000","1.49","0"
"92900","Agricultural Simulator 2011: Extended Edition","2011-02-23","1","Actalogic","Libredia","windows","0","Single-player;Multi-player;Partial Controller Support","Simulation","Simulation;Agriculture","0","84","82","0","0","20000-50000","2.09","0"
"94000","Dinner Date","2011-03-01","1","Stout Games","Stout Games","windows","0","Single-player","Indie;Casual","Indie;Short;Casual","0","445","371","0","0","20000-50000","2.89","0"
"94300","The Dream Machine: Chapter 1 & 2","2012-05-11","1","Cockroach Inc.","The Sleeping Machine","windows;mac","0","Single-player;Steam Trading Cards;Steam Cloud","Adventure;Casual;Indie","Adventure;Point & Click;Indie","0","968","85","68","68","100000-200000","2.79","0"
"95700","The Cat and the Coup","2011-06-15","1","Peter Brinson and Kurosh ValaNejad","Peter Brinson and Kurosh ValaNejad","windows;mac","0","Single-player;Partial Controller Support","Free to Play;Indie","Indie;Free to Play;Cats","0","823","52","12","12","100000-200000","0.0","0"
"96100","Defy Gravity Extended","2016-03-18","1","Paul Fisch","Fish Factory Games","windows","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available","Action;Casual;Indie","Platformer;Indie;Puzzle","8","7553","1224","158","186","1000000-2000000","0.79","0"
"98500","Naval Warfare","2011-05-25","1","Game Distillery s.r.o.","Immanitas Entertainment GmbH","windows","0","Single-player;Multi-player;Shared/Split Screen;Partial Controller Support","Action;Indie","Action;Indie;Steampunk","0","134","121","0","0","100000-200000","1.99","0"
"99900","Spiral Knights","2011-06-14","1","Grey Havens, LLC","Grey Havens, LLC","windows;mac","0","Single-player;Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support","Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG","Free to Play;Massively Multiplayer;RPG","54","15666","3202","275","64","2000000-5000000","0.0","0"
"99910","Puzzle Pirates","2011-08-31","1","Grey Havens, LLC","Grey Havens, LLC","windows;mac","0","Single-player;Multi-player;MMO;Co-op;Steam Achievements","Adventure;Casual;Free to Play;Massively Multiplayer;Strategy","Free to Play;Massively Multiplayer;Puzzle","220","961","239","107","214","200000-500000","0.0","0"
"104000","iBomber Defense","2011-05-26","1","Cobra Mobile","Cobra Mobile","windows;mac","0","Single-player;Steam Achievements;Steam Cloud","Indie;Strategy","Strategy;Tower Defense;Indie","22","148","51","112","112","50000-100000","2.99","0"
"104020","Storm in a Teacup","2012-01-19","1","Cobra Mobile","Cobra Mobile","windows;mac","0","Single-player;Steam Achievements","Casual;Indie","Indie;Casual;Platformer","19","91","38","0","0","20000-50000","2.99","0"
"104200","BEEP","2011-05-06","1","Big Fat Alien","Big Fat Alien","windows","0","Single-player;Steam Trading Cards","Adventure;Indie","Indie;Platformer;Adventure","0","4036","731","140","147","500000-1000000","1.59","0"
"104900","ORION: Prelude","2013-04-16","1","Spiral Game Studios","DANKIE","windows","0","Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor","Action;Adventure;Indie;RPG","Dinosaurs;Action;FPS","251","22057","7558","263","98","2000000-5000000","0.79","0"
"105300","Critical Mass","2011-06-20","1","Manic Game Studios","Manic Game Studios","windows;mac","0","Single-player;Steam Achievements","Casual;Indie","Casual;Indie;Puzzle","27","293","77","0","0","100000-200000","1.59","0"
"105700","Tobe's Vertical Adventure","2011-07-18","1","Secret Base","Secret Base","windows","0","Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Adventure;Indie","Indie;Action;Adventure","13","80","50","17","17","50000-100000","0.79","0"
"107300","Breath of Death VII","2011-07-13","1","Zeboyd Games","Zeboyd Games","windows","0","Single-player;Full controller support","RPG;Indie","RPG;Indie;JRPG","0","994","187","30","26","500000-1000000","0.0","0"
"107310","Cthulhu Saves the World","2011-07-13","1","Zeboyd Games","Zeboyd Games","windows","0","Single-player;Full controller support;Steam Trading Cards","Indie;RPG","RPG;Indie;Comedy","0","2868","222","351","388","500000-1000000","0.0","0"
"108210","Memoir '44 Online","2011-10-12","1","Days of Wonder","Days of Wonder;Asmodee Digital","windows","0","Single-player;Multi-player;Steam Achievements","Casual;Simulation;Strategy","Strategy;Board Game;Casual","62","177","119","7","7","200000-500000","0.0","0"
"109600","Neverwinter","2013-12-05","1","Cryptic Studios","Perfect World Entertainment","windows","0","Multi-player;MMO;Co-op;Steam Trading Cards;In-App Purchases;Includes level editor","Adventure;Free to Play;Massively Multiplayer;RPG","Free to Play;MMORPG;RPG","0","18517","5297","1273","543","5000000-10000000","0.0","0"
"110500","Data Jammers: FastForward","2011-10-24","1","Digital Eel","Digital Eel","windows;mac","0","Single-player;Steam Achievements;Partial Controller Support","Action;Indie","Action;Indie;Arcade","21","54","26","0","0","50000-100000","0.0","0"
"113400","APB Reloaded","2011-12-06","1","Little Orbit","Little Orbit","windows","0","Multi-player;MMO;Steam Achievements","Action;Free to Play;Massively Multiplayer","Free to Play;Open World;Action","60","20028","11779","3835","302","5000000-10000000","0.0","0"
"113420","Fallen Earth Free2Play","2012-02-22","1","Little Orbit","Little Orbit","windows","0","Multi-player;MMO;Co-op;Steam Achievements","Free to Play;Massively Multiplayer;RPG","Free to Play;Survival;Multiplayer","650","3938","3142","107","75","2000000-5000000","0.0","0"
"200210","Realm of the Mad God","2012-02-20","1","Wild Shadow Studios;Deca Games","Deca Games","windows;mac","0","Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Stats","Action;Free to Play;Indie;Massively Multiplayer;RPG","Free to Play;Massively Multiplayer;Pixel Graphics","31","23414","4728","3531","64","2000000-5000000","0.0","0"
"200960","Geneforge 1","2001-12-01","1","Spiderweb Software","Spiderweb Software","windows","0","Single-player","Strategy;RPG;Indie","RPG;Indie;Strategy","0","268","17","0","0","100000-200000","0.0","0"
"200980","Geneforge 2","2003-07-01","1","Spiderweb Software","Spiderweb Software","windows","0","Single-player","Strategy;RPG;Indie","RPG;Indie;Strategy","0","32","3","0","0","50000-100000","0.0","0"
"200990","Geneforge 3","2005-04-01","1","Spiderweb Software","Spiderweb Software","windows","0","Single-player","Strategy;RPG;Indie","RPG;Indie;Strategy","0","26","4","0","0","50000-100000","0.0","0"
"201000","Geneforge 4: Rebellion","2006-11-01","1","Spiderweb Software","Spiderweb Software","windows","0","Single-player","Strategy;RPG;Indie","RPG;Indie;Strategy","0","24","2","0","0","50000-100000","0.0","0"
"201010","Geneforge 5: Overthrow","2008-11-01","1","Spiderweb Software","Spiderweb Software","windows","0","Single-player","Strategy;RPG;Indie","RPG;Indie;Strategy","0","60","6","0","0","100000-200000","0.0","0"
"201070","Revelations 2012","2012-04-23","1","Dark Artz Entertainment","Dark Artz Entertainment","windows","0","Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats","Action;Indie;Strategy","Action;Indie;Strategy","47","188","133","8","8","20000-50000","0.0","0"
"201210","Pox Nora","2014-10-15","1","Desert Owl Games LLC","Desert Owl Games LLC","windows;mac","0","Single-player;Multi-player;Steam Trading Cards","Free to Play;RPG;Strategy","Free to Play;Strategy;RPG","0","384","148","2","2","200000-500000","0.0","0"
"201230","EverQuest II","2011-12-07","1","Daybreak Game Company","Daybreak Game Company","windows","0","Multi-player;MMO","Free to Play;Massively Multiplayer;RPG","Free to Play;RPG;Massively Multiplayer","0","846","319","548","604","500000-1000000","0.0","0"
"203290","America's Army: Proving Grounds","2013-08-01","1","U.S. Army","U.S. Army","windows","0","Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor","Action;Free to Play","Free to Play;FPS;Action","98","6413","1902","89","24","2000000-5000000","0.0","0"
"204180","Waveform","2012-03-20","1","Eden Industries","Eden Industries","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards","Adventure;Indie;Strategy","Indie;Puzzle;Great Soundtrack","65","1778","345","125","160","500000-1000000","0.79","0"
"204300","Awesomenauts - the 2D moba","2012-08-01","1","Ronimo Games","Ronimo Games","windows;mac;linux","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards;Includes level editor","Action;Free to Play;Indie;Strategy","MOBA;Multiplayer;Platformer","59","20770","3678","999","490","2000000-5000000","0.0","0"
"204960","Magical Drop V","2012-11-15","1","Golgoth Studio","UTV Ignition Entertainment","windows","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards","Casual;Indie","Puzzle;Indie;Casual","23","218","192","182","182","20000-50000","0.79","0"
"205710","EverQuest","2012-12-13","1","Daybreak Game Company","Daybreak Game Company","windows","0","MMO","Free to Play;Massively Multiplayer;RPG","Free to Play;RPG;Massively Multiplayer","0","598","219","20","20","500000-1000000","0.0","0"
"206020","Avernum 4","2012-05-11","1","Spiderweb Software","Spiderweb Software","windows","0","Single-player","RPG;Indie","RPG;Indie;Isometric","0","55","10","0","0","50000-100000","0.0","0"
"206210","Gotham City Impostors Free to Play","2012-08-30","1","Monolith Productions, Inc.","Warner Bros. Interactive Entertainment","windows","0","Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards","Action;Free to Play","Free to Play;Action;Multiplayer","412","9269","1773","120","107","2000000-5000000","0.0","0"
"206230","Clan of Champions","2012-10-30","1","ACQUIRE Corp.","NIS America, Inc.","windows","16","Single-player;Multi-player;Co-op","Action","Action","49","31","22","0","0","0-20000","1.59","0"
"206480","Dungeons & Dragons Online®","2012-06-25","1","Standing Stone Games, LLC","Standing Stone Games, LLC","windows;mac","0","MMO","Action;Adventure;Free to Play;Massively Multiplayer;RPG","Free to Play;RPG;MMORPG","0","1718","696","557","804","500000-1000000","0.0","0"
"206500","AirMech Strike","2018-03-30","1","Carbon Games","Carbon Games","windows","0","Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Stats;Steam Leaderboards","Action;Free to Play;Indie;Strategy","Free to Play;Strategy;Multiplayer","91","7640","1440","441","172","1000000-2000000","0.0","0"
"206690","iBomber Defense Pacific","2012-03-01","1","Cobra Mobile","Cobra Mobile","windows;mac;linux","0","Single-player","Casual;Indie;Strategy","Tower Defense;Strategy;Casual","25","421","84","82","108","200000-500000","2.99","0"
"207230","ArcheBlade™","2014-04-25","1","CodeBrush Games","Codebrush Games","windows","0","Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards","Action;Free to Play;Indie","Free to Play;Anime;Action","77","5642","2086","640","101","2000000-5000000","0.0","0"
"207250","Cubemen","2012-03-16","1","3 Sprockets","3 Sprockets ","windows;mac;linux","0","Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Steam Leaderboards","Indie;Strategy","Strategy;Tower Defense;Indie","44","347","134","70","111","100000-200000","2.79","0"
"207370","eXceed - Gun Bullet Children","2012-08-02","0","Flat Software","Nyu Media","windows","0","Single-player;Steam Trading Cards","Action;Indie","Bullet Hell;Anime;Shoot 'Em Up","0","204","215","97","108","50000-100000","1.99","0"
"207420","Wizorb","2012-03-14","1","Tribute Games Inc.","Tribute Games Inc.","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure;Indie","Indie;Arcade;Pixel Graphics","20","538","224","504","504","200000-500000","1.99","0"
"207670","AVSEQ","2012-08-23","1","Big Robot Ltd","Big Robot Ltd","windows;mac","0","Single-player;Steam Achievements","Indie;Casual","Indie;Casual;Music","13","28","34","0","0","20000-50000","1.59","0"
"207730","Arena Wars 2","2012-10-12","1","ExDream GmbH","Just a Game","windows","0","Single-player;Multi-player;Steam Achievements","Action;Strategy","Strategy;Action;RTS","20","128","256","0","0","50000-100000","2.79","0"
"208140","Endless Space® - Collection","2012-07-04","1","AMPLITUDE Studios","SEGA","windows;mac","0","Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud","Strategy","Strategy;4X;Space","93","5708","1417","1102","352","1000000-2000000","0.0","0"
"209000","Batman™: Arkham Origins","2013-10-24","1","WB Games Montreal;Splash Damage","Warner Bros. Interactive Entertainment","windows","16","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Action;Batman;Open World","60","20365","3519","538","443","2000000-5000000","0.0","0"
"209330","A Valley Without Wind","2012-04-24","1","Arcen Games, LLC","Arcen Games, LLC","windows;mac;linux","0","Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;Indie","Platformer;Action;Indie","98","272","186","84","84","200000-500000","0.0","0"
"209850","Highborn","2013-02-19","1","Jet Set Games","Jet Set Games","windows;mac","0","Single-player;Steam Achievements;Stats","Casual;Indie;Strategy","Casual;Strategy;Indie","111","33","20","0","0","0-20000","1.59","0"
"210170","Spirits","2012-09-04","1","Spaces of Play","Spaces of Play","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Action;Indie;Strategy","Indie;Lemmings;Strategy","14","152","61","135","210","200000-500000","2.89","0"
"211500","RaceRoom Racing Experience","2013-02-12","1","Sector3 Studios","Sector3 Studios;RaceRoom Entertainment AG","windows","0","Single-player;Multi-player;Steam Trading Cards;In-App Purchases;Partial Controller Support","Free to Play;Racing;Simulation;Sports","Racing;Free to Play;Multiplayer","0","5204","3571","81","42","2000000-5000000","0.0","0"
"212070","Star Conflict","2013-02-27","1","Star Gem Inc.","Gaijin Entertainment","windows;mac;linux","0","Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support","Action;Free to Play;Massively Multiplayer;Simulation","Free to Play;Space;Action","213","8647","2796","4623","113","2000000-5000000","0.0","0"
"212160","Vindictus","2012-06-22","1","devCAT","NEXON Korea Corp. & NEXON America Inc.","windows","0","Single-player;Multi-player;MMO;Co-op;Partial Controller Support","Action;Adventure;Free to Play;Massively Multiplayer;RPG","Free to Play;Action;Hack and Slash","0","3646","1460","408","249","1000000-2000000","0.0","0"
"212390","Continent of the Ninth Seal","2012-09-13","1","Cloud 9 Studio","Webzen","windows","0","Multi-player;MMO","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;RPG;Massively Multiplayer","0","892","334","48","48","500000-1000000","0.0","0"
"212500","The Lord of the Rings Online™","2012-06-06","1","Standing Stone Games, LLC","Standing Stone Games, LLC","windows;mac","0","MMO","Free to Play;Massively Multiplayer;RPG","Free to Play;MMORPG;Massively Multiplayer","0","6860","1644","892","300","2000000-5000000","0.0","0"
"212800","Super Crate Box","2012-08-29","1","Vlambeer","Vlambeer","windows;mac;linux","0","Single-player","Action;Free to Play;Indie","Free to Play;Indie;Platformer","0","5951","702","34","39","1000000-2000000","0.0","0"
"213030","Penny Arcade's On the Rain-Slick Precipice of Darkness 3","2012-06-25","1","Zeboyd Games","Penny Arcade, Inc.","windows;mac","0","Single-player;Full controller support;Steam Cloud","Indie;RPG","RPG;Indie;Comedy","0","466","71","0","0","200000-500000","1.69","0"
"213390","Atooms to Moolecules Demo","2012-04-06","1","BitSits Games","BitSits Games","windows","0","Single-player","Indie;Casual","Indie;Casual","0","9","6","0","0","0-20000","0.0","0"
"213650","Dwarfs - F2P","2012-10-18","1","Power of 2","Tripwire Interactive","windows;mac","0","Single-player","Casual;Free to Play;Indie;Strategy","Free to Play;Strategy;Casual","29","1327","225","30","49","500000-1000000","0.0","0"
"214420","Gear Up","2015-01-28","1","Doctor Entertainment AB","Doctor Entertainment AB","windows;mac;linux","0","Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Free to Play;Indie","Free to Play;Multiplayer;Robots","27","6383","2225","139","39","2000000-5000000","0.0","0"
"214790","The Basement Collection","2012-08-31","1","Edmund McMillen;Tyler Glaiel","Edmund McMillen","windows;mac","0","Single-player","Adventure;Indie;Strategy","Indie;Adventure;Strategy","53","812","153","315","479","200000-500000","2.99","0"
"215080","WAKFU","2014-09-18","1","Ankama Studio","Ankama Games","windows;mac;linux","0","Multi-player;MMO;Steam Achievements;Steam Trading Cards","Adventure;Free to Play;Massively Multiplayer;RPG;Strategy","Free to Play;Massively Multiplayer;Turn-Based Strategy","146","4413","1335","2258","1086","1000000-2000000","0.0","0"
"215280","Secret World Legends","2017-07-31","1","Funcom","Funcom","windows","0","Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards","Action;Adventure;Free to Play;Massively Multiplayer;RPG","MMORPG;Massively Multiplayer;RPG","0","4420","2106","645","408","1000000-2000000","0.0","0"
"215670","Home","2012-08-31","1","Benjamin Rivers Inc.","Benjamin Rivers Inc.","windows;mac","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Adventure;Indie","Indie;Adventure;Horror","12","1069","518","21","21","200000-500000","1.99","0"
"215830","Closers","2018-02-06","1","Naddic Games","En Masse Entertainment","windows","0","Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support","Action;Free to Play;Massively Multiplayer;RPG","Anime;Free to Play;Massively Multiplayer","0","2061","734","194","283","500000-1000000","0.0","0"
"215870","Dungeon-Party","2013-03-13","1","Cyanide Studio","Bigben Interactive","windows","0","Multi-player","Free to Play;Massively Multiplayer","Free to Play;Massively Multiplayer;Multiplayer","20","154","231","1","1","200000-500000","0.0","0"
"216150","MapleStory","2012-08-09","1","Nexon","Nexon America Inc.","windows","0","Single-player;Multi-player;MMO;Co-op;Steam Trading Cards","Casual;Free to Play;Massively Multiplayer;RPG","Free to Play;Massively Multiplayer;RPG","0","3629","1711","71","106","1000000-2000000","0.0","0"
"217270","Karateka","2012-12-03","1","Liquid Entertainment","DotEmu","windows","0","Single-player","Action;Indie","Action;Indie;Fighting","12","127","55","0","0","20000-50000","2.89","0"
"217750","Age of Conan: Unchained","2013-02-22","1","Funcom","Funcom","windows","0","MMO","Action;Adventure;Free to Play;Massively Multiplayer;RPG","Free to Play;Massively Multiplayer;RPG","0","874","397","148","135","500000-1000000","0.0","0"
"218230","PlanetSide 2","2012-11-20","1","Daybreak Game Company","Daybreak Game Company","windows","0","Multi-player;MMO;Steam Trading Cards","Action;Free to Play;Massively Multiplayer","Free to Play;Massively Multiplayer;FPS","0","35968","7753","1051","150","5000000-10000000","0.0","0"
"219340","The Banner Saga: Factions","2013-02-25","1","Stoic","Versus Evil","windows;mac","0","Multi-player;Cross-Platform Multiplayer","Free to Play;Indie;RPG;Strategy","Free to Play;Strategy;RPG","42","569","202","95245","190489","200000-500000","0.0","0"
"219700","Dogs of War Online","2014-02-04","1","Cyanide Studio","Bigben Interactive","windows","0","Multi-player;Steam Trading Cards","Free to Play;Strategy","Free to Play;Strategy;Turn-Based Strategy","10","447","250","29","29","200000-500000","0.0","0"
"219830","King Arthur's Gold","2013-11-05","1","Transhuman Design","Transhuman Design","windows;mac;linux","0","Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor","Action;Free to Play;Indie","Action;Multiplayer;2D","64","3127","643","384","378","200000-500000","0.0","0"
"220460","Cargo Commander","2012-11-01","1","Serious Brew","Missing Link Games","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Indie","Action;Indie;Platformer","19","641","140","663","694","100000-200000","2.09","0"
"220860","McPixel","2012-09-25","1","Sos Sosowski","Sos Sosowski","windows;mac","0","Single-player;Steam Trading Cards;Steam Cloud;Includes level editor","Action;Adventure;Indie","Point & Click;Indie;Comedy","0","3000","581","136","166","200000-500000","2.99","0"
"221640","Super Hexagon","2012-11-27","1","Terry Cavanagh","Terry Cavanagh","windows;mac;linux","0","Single-player;Full controller support","Action;Indie","Difficult;Indie;Great Soundtrack","6","19797","616","140","130","1000000-2000000","1.99","0"
"222180","Mushroom Men: Truffle Trouble","2015-03-10","1","Red Fly Studio","Red Fly Studio","windows","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Indie","Indie;Action;Platformer","15","21","9","0","0","0-20000","1.99","0"
"222500","Rail Adventures - VR Tech Demo","2016-08-25","1","exosyphen studios","exosyphen studios","windows","0","Single-player;Partial Controller Support","Action;Free to Play;Indie;Racing","Free to Play;Action;Racing","0","16","17","0","0","20000-50000","0.0","0"
"222520","Champions of Regnum","2013-02-27","1","NGD Studios","NGD Studios","windows;mac;linux","0","MMO;Cross-Platform Multiplayer","Free to Play;Indie;Massively Multiplayer;RPG","Free to Play;RPG;Massively Multiplayer","0","514","322","43","43","200000-500000","0.0","0"
"222980","Dead Pixels","2012-12-07","1","CSR-Studios","CSR-Studios","windows","0","Single-player;Shared/Split Screen;Steam Achievements;Full controller support","Action;Indie;RPG","Zombies;Action;Indie","30","2005","309","117","85","200000-500000","1.99","0"
"223710","Cry of Fear","2013-04-25","1","Team Psykskallar","Team Psykskallar","windows","0","Single-player;Co-op;Steam Cloud;Valve Anti-Cheat enabled","Action;Adventure;Indie","Horror;Free to Play;Co-op","0","20990","3497","3830","74","2000000-5000000","0.0","0"
"223750","DCS World Steam Edition","2013-08-02","1","Eagle Dynamics SA","The Fighter Collection","windows","0","Single-player;Multi-player;Captions available;VR Support;Partial Controller Support;Includes level editor","Free to Play;Simulation","Simulation;Flight;Free to Play","0","5083","1534","2343","3454","2000000-5000000","0.0","0"
"224000","Project Eagle: A 3D Interactive Mars Base","2018-11-27","1","Blackbird Interactive","Blackbird Interactive","windows","0","Single-player;Steam Achievements","Free to Play;Simulation","Free to Play;Simulation;Mars","6","269","91","0","0","100000-200000","0.0","0"
