"appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","label"
"215280","Secret World Legends","2017-07-31","1","Funcom","Funcom","windows","0","Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards","Action;Adventure;Free to Play;Massively Multiplayer;RPG","MMORPG;Massively Multiplayer;RPG","0","4420","2106","645","408","1000000-2000000","0.0","1"
"215470","Primal Carnage","2012-10-29","1","Lukewarm Media","Reverb Triple XP;Circle 5","windows","0","Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled","Action;Indie","Dinosaurs;Multiplayer;Action","69","4447","1323","423","470","200000-500000","5.59","1"
"215530","The Incredible Adventures of Van Helsing","2013-05-22","1","NeocoreGames","NeocoreGames","windows","0","Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards","Action;Adventure;Indie;RPG","RPG;Hack and Slash;Action RPG","95","4993","1064","572","720","500000-1000000","10.99","1"
"218230","PlanetSide 2","2012-11-20","1","Daybreak Game Company","Daybreak Game Company","windows","0","Multi-player;MMO;Steam Trading Cards","Action;Free to Play;Massively Multiplayer","Free to Play;Massively Multiplayer;FPS","0","35968","7753","1051","150","5000000-10000000","0.0","1"
"218620","PAYDAY 2","2013-08-13","1","OVERKILL - a Starbreeze Studio.","Starbreeze Publishing AB","windows;linux","18","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases","Action;RPG","Co-op;Action;FPS","1130","308657","56523","3975","890","10000000-20000000","7.49","1"
"218640","Lucius","2012-10-26","1","Shiver Games","Shiver Games","windows","18","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Violent;Gore;Action;Adventure;Indie","Horror;Adventure;Nudity","58","5775","1400","172","190","500000-1000000","6.99","1"
"218680","Scribblenauts Unlimited","2013-02-15","1","5th Cell Media","Warner Bros. Interactive Entertainment","windows","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud","Adventure;Casual;Strategy","Puzzle;Casual;Adventure","25","6661","588","630","390","1000000-2000000","14.99","1"
"219150","Hotline Miami","2012-10-23","1","Dennaton Games","Devolver Digital","windows;mac;linux","18","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Indie","Great Soundtrack;Action;Violent","35","45809","1211","380","237","2000000-5000000","6.99","1"
"219640","Chivalry: Medieval Warfare","2012-10-16","1","Torn Banner Studios","Torn Banner Studios","windows;mac;linux","0","Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Includes level editor","Action;Indie","Medieval;Multiplayer;Action","49","51499","10939","675","293","5000000-10000000","18.99","1"
"219890","Antichamber","2013-01-31","1","Alexander Bruce","Demruth","windows;mac;linux","0","Single-player;Steam Trading Cards","Adventure;Indie","Puzzle;First-Person;Indie","0","12232","612","176","181","1000000-2000000","14.99","1"
"219990","Grim Dawn","2016-02-25","1","Crate Entertainment","Crate Entertainment","windows","0","Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie;RPG","Action RPG;RPG;Hack and Slash","178","26805","2605","3651","1539","1000000-2000000","19.99","1"
"220200","Kerbal Space Program","2015-04-27","1","Squad","Private Division ","windows;mac;linux","0","Single-player;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud","Indie;Simulation","Space;Simulation;Sandbox","0","49328","5168","9223","351","2000000-5000000","29.99","1"
"220240","Far Cry 3","2012-11-28","1","Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai","Ubisoft","windows","0","Single-player;Multi-player;Co-op;Partial Controller Support","Action;Adventure","Open World;FPS;Action","0","46331","5622","836","794","2000000-5000000","16.99","1"
"220440","DmC: Devil May Cry","2013-01-24","1","Ninja Theory","Capcom","windows","16","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Action;Hack and Slash;Great Soundtrack","58","14820","956","533","558","1000000-2000000","23.99","1"
"220780","Thomas Was Alone","2012-11-12","1","Bithell Games","Bithell Games","windows;mac","0","Single-player;Steam Achievements;Full controller support","Indie","Platformer;Indie;Narration","35","7456","438","72","81","500000-1000000","5.99","1"
"221040","Resident Evil 6 / Biohazard 6","2013-03-21","1","Capcom","Capcom","windows","18","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards","Action;Adventure","Action;Zombies;Co-op","70","14643","3904","1602","1245","1000000-2000000","19.99","1"
"221100","DayZ","2018-12-13","1","Bohemia Interactive","Bohemia Interactive","windows","18","Multi-player;Online Multi-Player;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled","Action;Adventure;Massively Multiplayer","Survival;Zombies;Open World","0","118435","77169","7235","2798","2000000-5000000","33.99","1"
"221260","Little Inferno","2012-11-19","1","Tomorrow Corporation","Tomorrow Corporation","windows;mac;linux","0","Single-player","Adventure;Casual;Indie","Casual;Indie;Puzzle","0","6403","459","177","246","500000-1000000","6.99","1"
"221380","Age of Empires II HD","2013-04-09","1","Skybox Labs;Hidden Path Entertainment;Ensemble Studios;Forgotten Empires","Microsoft Studios","windows","0","Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor","Strategy","Strategy;RTS;Multiplayer","294","54090","3178","1569","619","5000000-10000000","14.99","1"
"221640","Super Hexagon","2012-11-27","1","Terry Cavanagh","Terry Cavanagh","windows;mac;linux","0","Single-player;Full controller support","Action;Indie","Difficult;Indie;Great Soundtrack","6","19797","616","140","130","1000000-2000000","1.99","1"
"221680","Rocksmith® 2014 Edition - Remastered","2016-10-04","1","Ubisoft - San Francisco","Ubisoft","windows;mac","0","Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards","Casual;Simulation","Music;Education;Simulation","47","8228","789","6704","7089","500000-1000000","25.99","1"
"221910","The Stanley Parable","2013-10-17","1","Galactic Cafe","Galactic Cafe","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud","Adventure;Indie","Comedy;Narration;Indie","10","31538","2846","170","132","2000000-5000000","9.99","1"
"222480","Resident Evil Revelations / Biohazard Revelations","2013-05-23","1","Capcom","Capcom","windows","16","Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled","Action;Adventure","Action;Horror;Zombies","50","4962","975","683","764","500000-1000000","23.99","1"
"222880","Insurgency","2014-01-22","1","New World Interactive","New World Interactive","windows;mac;linux","0","Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Includes level editor","Action;Indie;Strategy","FPS;Realistic;Tactical","100","92355","9570","712","245","2000000-5000000","6.99","1"
"222940","THE KING OF FIGHTERS XIII STEAM EDITION","2013-09-13","1","SNK CORPORATION","SNK CORPORATION","windows","0","Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action","Fighting;2D Fighter;Arcade","46","4300","537","451","451","500000-1000000","14.99","1"
"223100","Homefront®: The Revolution","2016-05-19","1","Dambuster Studios","Deep Silver","windows","18","Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Stats","Violent;Action;Adventure","Action;FPS;Open World","74","6396","5102","408","484","500000-1000000","24.99","1"
"223470","POSTAL 2","2012-11-02","1","Running With Scissors","Running With Scissors","windows;mac;linux","18","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Action;Adventure;Indie","Dark Humor;Violent;Action","89","36263","1872","257","172","1000000-2000000","6.99","1"
"223710","Cry of Fear","2013-04-25","1","Team Psykskallar","Team Psykskallar","windows","0","Single-player;Co-op;Steam Cloud;Valve Anti-Cheat enabled","Action;Adventure;Indie","Horror;Free to Play;Co-op","0","20990","3497","3830","74","2000000-5000000","0.0","1"
"223750","DCS World Steam Edition","2013-08-02","1","Eagle Dynamics SA","The Fighter Collection","windows","0","Single-player;Multi-player;Captions available;VR Support;Partial Controller Support;Includes level editor","Free to Play;Simulation","Simulation;Flight;Free to Play","0","5083","1534","2343","3454","2000000-5000000","0.0","1"
"224260","No More Room in Hell","2013-10-31","1","No More Room in Hell Team","Lever Games","windows;mac;linux","0","Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Captions available;VR Support;Partial Controller Support;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK","Action;Free to Play;Indie","Free to Play;Zombies;Survival","107","48190","5747","2661","180","5000000-10000000","0.0","1"
"224460","Contrast","2013-11-15","1","Compulsion Games","Focus Home Interactive","windows","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;Indie","Female Protagonist;Noir;Indie","22","4028","415","91","91","200000-500000","8.49","1"
"224480","Octodad: Dadliest Catch","2014-01-30","1","Young Horses","Young Horses","windows;mac;linux","0","Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Action;Adventure;Indie","Comedy;Physics;Indie","32","6742","536","174","250","500000-1000000","11.99","1"
"224600","Defiance","2014-06-04","1","Trion Worlds","Trion Worlds","windows","18","Multi-player;MMO;Co-op;Steam Trading Cards;Partial Controller Support","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;Action;Open World","0","9150","2808","953","324","2000000-5000000","0.0","1"
"224760","FEZ","2013-05-01","1","Polytron Corporation","Trapdoor","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards","Indie","Platformer;Indie;Puzzle","12","10641","928","144","198","1000000-2000000","6.99","1"
"225080","Brothers - A Tale of Two Sons","2013-09-03","1","Starbreeze Studios AB","505 Games","windows","0","Single-player;Full controller support","Action;Adventure;Indie","Adventure;Atmospheric;Story Rich","12","31689","1708","128","155","1000000-2000000","10.99","1"
"225260","Brutal Legend","2013-02-26","1","Double Fine Productions","Double Fine Productions","windows;mac;linux","0","Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Strategy","Action;Comedy;Adventure","59","12816","905","461","308","2000000-5000000","10.99","1"
"225540","Just Cause™ 3","2015-11-30","1","Avalanche Studios","Square Enix","windows","18","Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Adventure","Open World;Action;Destruction","66","37747","14024","2086","438","2000000-5000000","11.99","1"
"225840","Sven Co-op","2016-01-22","1","Sven Co-op Team","Sven Co-op Team","windows","18","Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support;Steam Cloud","Action;Casual;Free to Play;Indie","Free to Play;Multiplayer;Co-op","0","12211","1173","407","56","2000000-5000000","0.0","1"
"226840","Age of Wonders III","2014-03-31","1","Triumph Studios","Paradox Interactive","windows;mac;linux","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","RPG;Strategy","Strategy;Turn-Based Strategy;Fantasy","74","4479","1132","984","861","500000-1000000","22.99","1"
"226860","Galactic Civilizations III","2015-05-14","1","Stardock Entertainment","Stardock Entertainment","windows","0","Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Stats","Indie;Strategy","Strategy;Space;Turn-Based Strategy","98","6051","1891","199","264","500000-1000000","23.79","1"
"227300","Euro Truck Simulator 2","2012-10-12","1","SCS Software","SCS Software","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor","Indie;Simulation","Simulation;Driving;Open World","67","176769","5825","4942","1413","5000000-10000000","14.99","1"
"227940","Heroes & Generals","2016-10-18","1","RETO MOTO","RETO MOTO","windows","0","Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases","Action;Free to Play;Indie;Massively Multiplayer","Free to Play;World War II;Multiplayer","0","65856","34416","1752","76","10000000-20000000","0.0","1"
"228280","Baldur's Gate: Enhanced Edition","2013-01-16","1","Beamdog","Beamdog","windows;mac;linux","0","Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud","RPG;Strategy","RPG;Fantasy;Classic","129","4148","688","569","703","500000-1000000","14.99","1"
"228300","Remember Me","2013-06-06","1","DONTNOD Entertainment","Capcom","windows","16","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure","Cyberpunk;Action;Female Protagonist","50","9080","1815","276","238","500000-1000000","22.99","1"
"228380","Wreckfest","2018-06-14","1","Bugbear","THQ Nordic","windows","0","Single-player;Multi-player;Online Multi-Player;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards","Action;Indie;Racing;Simulation;Sports","Racing;Destruction;Simulation","0","8834","2486","778","1135","500000-1000000","38.99","1"
"230050","DLC Quest","2013-03-18","1","Going Loud Studios","Going Loud Studios","windows;mac","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards","Indie","Platformer;Indie;Satire","22","5434","718","126","139","200000-500000","1.99","1"
"230290","Universe Sandbox ²","2015-08-24","1","Giant Army","Giant Army","windows;mac;linux","0","Single-player;Partial Controller Support","Casual;Indie;Simulation;Early Access","Early Access;Space;Sandbox","0","5918","377","120","150","200000-500000","19.49","1"
"230410","Warframe","2013-03-25","1","Digital Extremes","Digital Extremes","windows","16","Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support","Action;Free to Play","Free to Play;Action;Co-op","187","226541","20268","5845","394","20000000-50000000","0.0","1"
"231160","The Swapper","2013-05-30","1","Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano","Facepalm Games","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Adventure;Indie","Puzzle;Sci-fi;Atmospheric","10","5699","242","129","184","500000-1000000","11.99","1"
"231430","Company of Heroes 2","2013-06-25","1","Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux","18","Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats","Strategy","Strategy;World War II;RTS","452","32548","12038","1846","277","2000000-5000000","14.99","1"
"232090","Killing Floor 2","2016-11-18","1","Tripwire Interactive","Tripwire Interactive","windows","18","Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Includes level editor","Action","Zombies;Co-op;Gore","257","60917","8354","2967","957","2000000-5000000","19.99","1"
"232430","Gone Home","2013-08-15","1","Fullbright","Fullbright","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Commentary available","Adventure;Indie","Walking Simulator;Short;Indie","10","11893","3651","90","129","500000-1000000","10.99","1"
"232790","Broken Age","2014-01-28","1","Double Fine Productions","Double Fine Productions","windows;mac;linux","0","Single-player;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;Casual;Indie","Point & Click;Adventure;Indie","45","5312","1063","271","271","500000-1000000","11.39","1"
"232890","Stronghold Crusader 2","2014-09-22","1","FireFly Studios","FireFly Studios","windows","0","Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Simulation;Strategy","Strategy;Medieval;RTS","81","4280","2786","259","233","500000-1000000","24.99","1"
"233130","Shadow Warrior","2013-09-26","1","Flying Wild Hog","Devolver Digital","windows;mac;linux","18","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud","Action;Adventure","Action;FPS;Swordplay","92","18716","1426","319","227","2000000-5000000","29.99","1"
"233270","Far Cry 3 - Blood Dragon","2013-05-01","1","Ubisoft Montreal","Ubisoft","windows","0","Single-player;Steam Trading Cards;Partial Controller Support","Action;Adventure","FPS;1980s;Comedy","0","9282","1257","249","201","1000000-2000000","12.49","1"
"233290","Murdered: Soul Suspect","2014-06-05","1","Airtight Games","Square Enix","windows","16","Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Adventure;RPG","Detective;Adventure;Horror","48","8658","1647","282","343","500000-1000000","19.99","1"
"233450","Prison Architect","2015-10-06","1","Introversion Software","Paradox Interactive","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Indie;Simulation;Strategy","Simulation;Building;Management","18","31687","2286","1472","717","2000000-5000000","23.79","1"
"233470","Evoland","2013-04-04","1","Shiro Games","Shiro Games","windows;mac","0","Single-player;Steam Achievements;Full controller support","Adventure;Indie;RPG","RPG;Indie;Adventure","29","4437","906","237","283","200000-500000","6.99","1"
"233720","Surgeon Simulator","2013-04-19","1","Bossa Studios","Bossa Studios","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Action;Indie;Simulation","Simulation;Comedy;Indie","123","11387","2462","266","258","1000000-2000000","6.99","1"
"233860","Kenshi","2018-12-06","1","Lo-Fi Games","Lo-Fi Games","windows","0","Single-player;Steam Workshop;Includes level editor","Action;Indie;RPG;Simulation;Strategy","Open World;Sandbox;RPG","0","9512","1171","1756","2026","200000-500000","22.99","1"
"233980","UnEpic","2014-07-25","1","@unepic_fran","@unepic_fran","windows;mac;linux","16","Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor","Action;Indie;RPG","RPG;Indie;Platformer","57","5899","449","392","342","200000-500000","9.99","1"
"234140","Mad Max","2015-09-01","1","Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux)","Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux","18","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure","Open World;Action;Post-apocalyptic","49","36222","3811","1030","699","2000000-5000000","15.99","1"
"234630","Project CARS","2015-03-15","1","Slightly Mad Studios","Slightly Mad Studios;BANDAI NAMCO Entertainment","windows","0","Single-player;Multi-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Leaderboards","Racing;Simulation;Sports","Racing;Simulation;Driving","45","8618","2720","232","282","1000000-2000000","23.39","1"
"234650","Shadowrun Returns","2013-07-25","1","Harebrained Schemes","Paradox Interactive","windows;mac;linux","0","Single-player;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Adventure;Indie;RPG;Strategy","RPG;Cyberpunk;Turn-Based","0","8676","1132","278","240","1000000-2000000","10.99","1"
"234670","NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD","2013-10-24","1","CyberConnect2 Co. Ltd.","BANDAI NAMCO Entertainment","windows","0","Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards","Action;Adventure","Anime;Fighting;Action","54","8209","882","1360","2404","500000-1000000","14.99","1"
"235460","METAL GEAR RISING: REVENGEANCE","2014-01-09","1","PlatinumGames","Konami Digital Entertainment","windows","18","Single-player;Steam Achievements;Full controller support;Steam Cloud","Action","Great Soundtrack;Action;Hack and Slash","60","13722","1157","863","870","500000-1000000","19.99","1"
"235540","Warhammer: End Times - Vermintide","2015-10-23","1","Fatshark","Fatshark","windows","16","Single-player;Co-op;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud","Action;Indie","Action;Online Co-Op;Co-op","108","13905","3560","1200","608","1000000-2000000","22.99","1"
"235600","Tom Clancy’s Splinter Cell Blacklist","2013-08-23","1","Ubisoft Toronto","Ubisoft","windows","0","Single-player;Multi-player;Co-op","Action;Adventure","Stealth;Action;Co-op","0","10016","1982","669","820","500000-1000000","16.99","1"
"236090","Dust: An Elysian Tail","2013-05-24","1","Humble Hearts LLC","Microsoft Studios","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie;RPG","Action;Platformer;Indie","30","15064","625","370","247","1000000-2000000","11.99","1"
"236110","Dungeon Defenders II","2017-06-20","1","Trendy Entertainment","Trendy Entertainment","windows","0","Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Free to Play;Indie;RPG;Strategy","Free to Play;Tower Defense;Multiplayer","18","10766","3802","523","217","2000000-5000000","0.0","1"
"236370","Interstellar Marines","2013-07-02","1","Zero Point Software","Zero Point Software","windows;mac;linux","0","Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards","Action;Indie;RPG;Simulation;Early Access","Early Access;Action;FPS","28","4556","2946","112","159","200000-500000","6.95","1"
"236390","War Thunder","2013-08-15","1","Gaijin Entertainment","Gaijin Entertainment","windows;mac;linux","0","Single-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Partial Controller Support","Action;Free to Play;Massively Multiplayer;Simulation","Free to Play;World War II;Multiplayer","46","83852","22166","4200","297","10000000-20000000","0.0","1"
"236430","DARK SOULS™ II","2014-04-25","1","FromSoftware, Inc","BANDAI NAMCO Entertainment;FromSoftware, Inc","windows","16","Single-player;Multi-player;Co-op;Steam Achievements;Full controller support","Action;RPG","RPG;Dark Fantasy;Difficult","38","30008","3799","2377","3041","1000000-2000000","29.99","1"
"236450","PAC-MAN™ Championship Edition DX+","2013-09-24","1","Mine Loader Software Co., Ltd.","BANDAI NAMCO Entertainment","windows","0","Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards","Action","Arcade;Retro;Classic","12","5988","291","67","73","200000-500000","7.99","1"
"236850","Europa Universalis IV","2013-08-13","1","Paradox Development Studio","Paradox Interactive","windows;mac;linux","0","Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud","Simulation;Strategy","Grand Strategy;Strategy;Historical","295","40346","8254","8138","4572","1000000-2000000","34.99","1"
"237310","Elsword","2014-07-02","1","KOG","KOG Games","windows","0","Single-player;Multi-player;MMO;Co-op","Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG","Free to Play;Anime;RPG","0","4755","1511","796","54","1000000-2000000","0.0","1"
"237930","Transistor","2014-05-20","1","Supergiant Games","Supergiant Games","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Indie;RPG","Great Soundtrack;Female Protagonist;Indie","33","22158","1162","353","352","1000000-2000000","15.49","1"
"237990","The Banner Saga","2014-01-14","1","Stoic","Versus Evil","windows;mac","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor","Indie;RPG;Strategy","RPG;Turn-Based;Strategy","39","9750","1131","164","188","500000-1000000","18.74","1"
"238010","Deus Ex: Human Revolution - Director's Cut","2013-10-25","1","Eidos Montreal;Feral Interactive (Mac)","Square Enix;Feral Interactive (Mac)","windows;mac","16","Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Commentary available","Action;RPG","Cyberpunk;Stealth;RPG","59","13044","1233","947","875","1000000-2000000","12.99","1"
"238090","Sniper Elite 3","2014-06-27","1","Rebellion","Rebellion","windows","0","Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Sniper;Action;Stealth","77","12737","3297","321","331","1000000-2000000","22.99","1"
"238210","System Shock 2","2013-05-10","1","Irrational Games;Looking Glass Studios","Nightdive Studios","windows;mac","0","Single-player;Co-op;Steam Trading Cards","Action;RPG","RPG;Cyberpunk;Horror","0","4227","274","256","404","500000-1000000","6.99","1"
"238320","Outlast","2013-09-04","1","Red Barrels","Red Barrels","windows;mac;linux","0","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud","Action;Adventure;Indie","Horror;Atmospheric;First-Person","14","45966","1953","751","166","2000000-5000000","15.49","1"
"238370","Magicka 2","2015-05-26","1","Pieces Interactive","Paradox Interactive","windows;mac;linux","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards","Action;Adventure","Magic;Co-op;Adventure","47","4873","1382","198","166","1000000-2000000","10.99","1"
"238430","Contagion","2013-10-25","1","Monochrome, Inc","Monochrome, Inc","windows","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Action;Adventure;Indie","Zombies;Survival;Action","36","9087","3585","366","374","1000000-2000000","6.99","1"
"238460","BattleBlock Theater®","2014-05-15","1","The Behemoth","The Behemoth","windows;mac;linux","0","Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor","Action;Adventure;Casual;Indie","Comedy;Co-op;Platformer","30","47342","1290","774","289","2000000-5000000","10.99","1"
"238960","Path of Exile","2013-10-23","1","Grinding Gear Games","Grinding Gear Games","windows","0","Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases","Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG","Free to Play;Action RPG;Hack and Slash","120","71593","6117","5263","492","10000000-20000000","0.0","1"
"239030","Papers, Please","2013-08-08","1","Lucas Pope","3909","windows;mac;linux","0","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards","Adventure;Indie","Indie;Political;Simulation","13","25587","1103","674","214","2000000-5000000","6.99","1"
"239070","Hammerwatch","2013-08-12","1","Crackshell","Crackshell","windows;mac;linux","0","Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor","Action;Adventure;Indie;RPG","Indie;Dungeon Crawler;RPG","38","5092","566","288","279","500000-1000000","6.99","1"
"239140","Dying Light","2015-01-26","1","Techland","Techland Publishing","windows;mac;linux","18","Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor","Action;RPG","Zombies;Survival;Open World","68","78192","6176","2033","1299","2000000-5000000","24.99","1"
"239160","Thief","2014-02-27","1","Eidos-Montréal;Feral Interactive (Mac)","Square Enix;Feral Interactive (Mac)","windows;mac","16","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Stealth;Action;Adventure","37","10486","4326","276","192","1000000-2000000","19.99","1"
"239200","Amnesia: A Machine for Pigs","2013-09-10","1","The Chinese Room","Frictional Games","windows;mac;linux","0","Single-player;Full controller support;Captions available;Steam Cloud","Action;Adventure;Indie","Horror;Indie;First-Person","7","4336","2143","100","123","2000000-5000000","14.99","1"
